strike,bid,ask,impliedVolatility,openInterest,volume,option_type,expiry,maturity,spot,mid,relative_spread,our_iv,log_moneyness
712.0,52.88,54.86,0.5837443969726561,15,3.0,call,2026-08-28,0.005479452054794521,764.260009765625,53.870000000000005,0.036755151290142875,0.7000676072238837,-0.07083014677483214
713.0,51.88,53.83,0.5737347314453125,29,10.0,call,2026-08-28,0.005479452054794521,764.260009765625,52.855000000000004,0.03689338756976626,0.6877857356012302,-0.06942663777251204
714.0,51.14,51.56,0.5153857055664062,128,10.0,call,2026-08-28,0.005479452054794521,764.260009765625,51.35,0.008179162609542389,0.6130100628746324,-0.06802509584722355
715.0,50.04,51.84,0.5637250659179689,187,15.0,call,2026-08-28,0.005479452054794521,764.260009765625,50.94,0.03533568904593648,0.6763127202255951,-0.06662551549280035
716.0,47.73,49.81,0.5434615966796876,125,31.0,call,2026-08-28,0.005479452054794521,764.260009765625,48.769999999999996,0.04264916957145798,0.49351776418509685,-0.06522789122616234
717.0,47.88,49.09,0.5043994873046875,36,44.0,call,2026-08-28,0.005479452054794521,764.260009765625,48.485,0.024956172011962482,0.6012416518786947,-0.06383221758718756
718.0,45.77,47.67,0.5134326000976561,119,90.0,call,2026-08-28,0.005479452054794521,764.260009765625,46.72,0.04066780821917805,0.4645072683441821,-0.062438489138583804
719.0,44.61,47.81,0.5949747534179688,68,328.0,call,2026-08-28,0.005479452054794521,764.260009765625,46.21,0.06924908028565252,0.5439217813300681,-0.06104670046576125
720.0,43.78,45.85,0.5119677709960937,328,159.0,call,2026-08-28,0.005479452054794521,764.260009765625,44.815,0.046189891777306716,0.4679082863480354,-0.0596568461767069
721.0,43.56,45.87,0.5800823242187501,30,80.0,call,2026-08-28,0.005479452054794521,764.260009765625,44.715,0.05166051660516594,0.5876368469056238,-0.05826892090185889
722.0,43.05,44.85,0.5024463818359376,129,158.0,call,2026-08-28,0.005479452054794521,764.260009765625,43.95,0.0409556313993175,0.6022992994139373,-0.05688291929398169
723.0,41.89,43.85,0.5594526477050781,31,1.0,call,2026-08-28,0.005479452054794521,764.260009765625,42.870000000000005,0.045719617448098916,0.583203223198023,-0.05549883602804331
724.0,41.04,42.86,0.5504195349121095,104,80.0,call,2026-08-28,0.005479452054794521,764.260009765625,41.95,0.0433849821215733,0.5806301609245981,-0.05411666580109158
725.0,38.73,41.52,0.51758294921875,240,4.0,call,2026-08-28,0.005479452054794521,764.260009765625,40.125,0.06953271028037399,0.4735051999840403,-0.05273640333213312
726.0,37.71,40.77,0.5250291638183593,106,107.0,call,2026-08-28,0.005479452054794521,764.260009765625,39.24,0.07798165137614685,0.4793581728865289,-0.051358043362011885
727.0,38.04,38.51,0.42163664306640625,924,183.0,call,2026-08-28,0.005479452054794521,764.260009765625,38.275,0.012279555845852354,0.47389548665653014,-0.04998158065328856
728.0,36.9,38.89,0.5133105310058592,56,127.0,call,2026-08-28,0.005479452054794521,764.260009765625,37.894999999999996,0.05251352421163748,0.5316137129203032,-0.04860700999012203
729.0,35.9,37.81,0.49841810180664065,89,2.0,call,2026-08-28,0.005479452054794521,764.260009765625,36.855000000000004,0.05182471849138525,0.5167943881119849,-0.04723432617814981
730.0,35.04,35.95,0.43018147949218755,299,2.0,call,2026-08-28,0.005479452054794521,764.260009765625,35.495000000000005,0.025637413720242388,0.4690282775950126,-0.04586352404437109
731.0,33.91,35.6,0.46533737792968755,54,10.0,call,2026-08-28,0.005479452054794521,764.260009765625,34.754999999999995,0.04862609696446569,0.4852598131077719,-0.04449459843702948
732.0,32.91,34.91,0.4749808361816406,110,9.0,call,2026-08-28,0.005479452054794521,764.260009765625,33.91,0.058979652020053085,0.48906998178177924,-0.043127544225496375
733.0,32.17,32.83,0.3939269592285156,256,40.0,call,2026-08-28,0.005479452054794521,764.260009765625,32.5,0.020307692307692204,0.4380856737970762,-0.04176235630015651
734.0,29.9,32.78,0.4470270141601562,298,8.0,call,2026-08-28,0.005479452054794521,764.260009765625,31.34,0.09189534141671993,0.410496578631001,-0.04039902957229238
735.0,30.16,31.92,0.4454401159667969,381,6.0,call,2026-08-28,0.005479452054794521,764.260009765625,31.04,0.05670103092783511,0.4670023198190317,-0.03903755897397124
736.0,27.73,30.18,0.3898986791992188,722,3.0,call,2026-08-28,0.005479452054794521,764.260009765625,28.955,0.08461405629424967,0.3437732248757752,-0.03767793945793175
737.0,27.34,29.78,0.41687594848632803,320,33.0,call,2026-08-28,0.005479452054794521,764.260009765625,28.560000000000002,0.08543417366946783,0.40137770884680696,-0.036320165997471336
738.0,25.59,28.82,0.40906352661132805,477,2.0,call,2026-08-28,0.005479452054794521,764.260009765625,27.205,0.11872817496783682,0.35446108861493025,-0.0349642335863354
739.0,26.11,26.53,0.3175117077636719,737,108.0,call,2026-08-28,0.005479452054794521,764.260009765625,26.32,0.015957446808510703,0.35630551148158474,-0.033610137238606196
740.0,25.12,25.64,0.3161689477539062,2243,107.0,call,2026-08-28,0.005479452054794521,764.260009765625,25.380000000000003,0.020488573680063023,0.35171592412210184,-0.032257871988592486
741.0,24.18,24.66,0.30823445678710937,756,2.0,call,2026-08-28,0.005479452054794521,764.260009765625,24.42,0.019656019656019673,0.34482335947922954,-0.030907432890721107
742.0,22.54,24.95,0.37476211181640623,899,23.0,call,2026-08-28,0.005479452054794521,764.260009765625,23.744999999999997,0.1014950515898084,0.3624296187316547,-0.0295588150194275
743.0,21.83,23.34,0.33081723876953123,834,47.0,call,2026-08-28,0.005479452054794521,764.260009765625,22.585,0.06685853442550371,0.3376373702746414,-0.028212013469048742
744.0,21.19,22.19,0.31201859863281245,988,21.0,call,2026-08-28,0.005479452054794521,764.260009765625,21.69,0.04610419548178884,0.3350642355888506,-0.02686702335371611
745.0,20.27,21.61,0.3249579223632812,1620,187.0,call,2026-08-28,0.005479452054794521,764.260009765625,20.939999999999998,0.06399235912129896,0.342873024232006,-0.025523839807248417
746.0,17.84,20.59,0.3133613586425781,601,12.0,call,2026-08-28,0.005479452054794521,764.260009765625,19.215,0.14311735623211033,0.271702792141502,-0.02418245798304715
747.0,18.28,19.62,0.3042672113037109,725,48.0,call,2026-08-28,0.005479452054794521,764.260009765625,18.950000000000003,0.07071240105540895,0.3195790670323474,-0.022842873053990652
748.0,17.35,17.89,0.2546461254882813,202,44.0,call,2026-08-28,0.005479452054794521,764.260009765625,17.62,0.030646992054483492,0.28322515889752814,-0.02150508021233067
749.0,16.4,17.16,0.2590406127929688,278,28.0,call,2026-08-28,0.005479452054794521,764.260009765625,16.78,0.04529201430274145,0.28315213652344917,-0.020169074669588505
750.0,15.31,16.87,0.2836985693359374,2477,2385.0,call,2026-08-28,0.005479452054794521,764.260009765625,16.09,0.09695463020509637,0.292014573660794,-0.018834851656451816
751.0,14.6,14.81,0.2196122961425781,676,658.0,call,2026-08-28,0.005479452054794521,764.260009765625,14.705,0.014280856851411143,0.2535156471761662,-0.01750240642267315
752.0,13.44,13.84,0.2108233215332031,810,101.0,call,2026-08-28,0.005479452054794521,764.260009765625,13.64,0.029325513196480964,0.23674569059835962,-0.01617173423696814
753.0,12.62,13.08,0.21216608154296873,1035,124.0,call,2026-08-28,0.005479452054794521,764.260009765625,12.85,0.03579766536964987,0.23814767043977397,-0.014842830386914344
754.0,11.84,12.25,0.20911435424804684,717,91.0,call,2026-08-28,0.005479452054794521,764.260009765625,12.045,0.03403902034039021,0.23720039767815657,-0.013515690178851918
755.0,10.9,11.27,0.1986164123535156,2215,727.0,call,2026-08-28,0.005479452054794521,764.260009765625,11.085,0.03337843933243114,0.2260935171036981,-0.012190308937783244
756.0,10.08,10.45,0.19495433959960937,1025,1019.0,call,2026-08-28,0.005479452054794521,764.260009765625,10.265,0.03604481246955667,0.2224686051475247,-0.010866682007274905
757.0,9.21,9.66,0.19178054321289065,1415,1589.0,call,2026-08-28,0.005479452054794521,764.260009765625,9.435,0.04769475357710644,0.21728869407238327,-0.009544804749359197
758.0,8.37,8.72,0.18158777404785154,1310,2308.0,call,2026-08-28,0.005479452054794521,764.260009765625,8.545,0.04095962551199549,0.2080658945749466,-0.008224672544436273
759.0,7.59,7.95,0.17774259765625,893,2678.0,call,2026-08-28,0.005479452054794521,764.260009765625,7.77,0.04633204633204638,0.2038169229189511,-0.006906280791178072
760.0,6.84,7.08,0.16913672668457033,3915,4547.0,call,2026-08-28,0.005479452054794521,764.260009765625,6.96,0.03448275862068969,0.1967073792230911,-0.005589624906431192
761.0,6.14,6.22,0.1601646484375,606,973.0,call,2026-08-28,0.005479452054794521,764.260009765625,6.18,0.01294498381877024,0.1898994197563953,-0.004274700325122075
762.0,5.47,5.53,0.15662464477539065,1317,2453.0,call,2026-08-28,0.005479452054794521,764.260009765625,5.5,0.010909090909091,0.1864031189867913,-0.002961502500161706
763.0,4.81,4.88,0.15338981384277345,1995,583.0,call,2026-08-28,0.005479452054794521,764.260009765625,4.845,0.014447884416924723,0.18251781183164,-0.0016500269023509311
764.0,4.23,4.25,0.14954463745117189,3426,1332.0,call,2026-08-28,0.005479452054794521,764.260009765625,4.24,0.004716981132075371,0.17925209564640143,-0.0003402690202875131
765.0,3.67,3.69,0.14692015197753905,7275,7143.0,call,2026-08-28,0.005479452054794521,764.260009765625,3.6799999999999997,0.005434782608695657,0.17626767929246864,0.0009677756397279868
766.0,3.15,3.16,0.1439294592285156,6703,8817.0,call,2026-08-28,0.005479452054794521,764.260009765625,3.1550000000000002,0.0031695721077655246,0.1730326407696375,0.0022741115537833804
767.0,2.67,2.68,0.14118290466308597,6509,3908.0,call,2026-08-28,0.005479452054794521,764.260009765625,2.675,0.0037383177570094323,0.1699172954812012,0.0035787431804482
768.0,2.25,2.26,0.13910773010253907,8340,7275.0,call,2026-08-28,0.005479452054794521,764.260009765625,2.255,0.0044345898004433644,0.16758339603924155,0.004881674960864112
769.0,1.86,1.88,0.13697152099609378,3552,2142.0,call,2026-08-28,0.005479452054794521,764.260009765625,1.87,0.010695187165775291,0.16486231818333658,0.006182911318836073
770.0,1.53,1.54,0.13471324279785157,15029,5927.0,call,2026-08-28,0.005479452054794521,764.260009765625,1.5350000000000001,0.0065146579804560316,0.16249468121872926,0.007482456660921564
771.0,1.23,1.24,0.13233289550781252,3462,1409.0,call,2026-08-28,0.005479452054794521,764.260009765625,1.2349999999999999,0.008097165991902843,0.15974497188708525,0.008780315376521453
772.0,0.99,1.0,0.13099013549804686,4410,2560.0,call,2026-08-28,0.005479452054794521,764.260009765625,0.995,0.010050251256281416,0.158174212754755,0.010076491837968287
773.0,0.77,0.78,0.1287928918457031,2753,2030.0,call,2026-08-28,0.005479452054794521,764.260009765625,0.775,0.012903225806451623,0.15551282869392904,0.01137099040061401
774.0,0.61,0.62,0.12806047729492187,6858,1465.0,call,2026-08-28,0.005479452054794521,764.260009765625,0.615,0.016260162601626032,0.15474252174722597,0.012663815402919098
775.0,0.46,0.47,0.12610737182617188,8072,3710.0,call,2026-08-28,0.005479452054794521,764.260009765625,0.46499999999999997,0.021505376344085923,0.15239898154561268,0.013954971166539128
776.0,0.36,0.37,0.125985302734375,9275,1687.0,call,2026-08-28,0.005479452054794521,764.260009765625,0.365,0.02739726027397263,0.15233988522474345,0.015244461996410816
777.0,0.26,0.27,0.124032197265625,2608,1068.0,call,2026-08-28,0.005479452054794521,764.260009765625,0.265,0.03773584905660381,0.14988437186942644,0.01653229218083944
778.0,0.2,0.21,0.12427633544921876,3894,663.0,call,2026-08-28,0.005479452054794521,764.260009765625,0.20500000000000002,0.04878048780487795,0.15019815408464807,0.01781846599158375
779.0,0.15,0.16,0.12427633544921876,2524,539.0,call,2026-08-28,0.005479452054794521,764.260009765625,0.155,0.06451612903225812,0.15009157816517565,0.019102987683940347
780.0,0.11,0.12,0.12427633544921876,8929,1774.0,call,2026-08-28,0.005479452054794521,764.260009765625,0.11499999999999999,0.0869565217391304,0.14977134648032622,0.020385861496829437
781.0,0.08,0.09,0.1245204736328125,3373,460.0,call,2026-08-28,0.005479452054794521,764.260009765625,0.08499999999999999,0.11764705882352937,0.1496630216598607,0.021667091652877914
782.0,0.06,0.07,0.12549702636718751,2218,756.0,call,2026-08-28,0.005479452054794521,764.260009765625,0.065,0.15384615384615397,0.15058630916675655,0.02294668235850318
783.0,0.05,0.06,0.127938408203125,2928,235.0,call,2026-08-28,0.005479452054794521,764.260009765625,0.055,0.18181818181818174,0.1538455851715179,0.024224637803995135
729.0,0.05,0.06,0.22852333984375,1102,2.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.055,0.18181818181818174,0.27755468640061176,-0.04723432617814981
730.0,0.05,0.06,0.22266402343749997,2310,435.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.055,0.18181818181818174,0.27052622208664023,-0.04586352404437109
731.0,0.05,0.06,0.21680470703125,765,264.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.055,0.18181818181818174,0.26348718381733344,-0.04449459843702948
732.0,0.06,0.07,0.2153398779296875,1242,4.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.065,0.15384615384615397,0.26219585268147955,-0.043127544225496375
733.0,0.06,0.07,0.20948056152343747,1177,10.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.065,0.15384615384615397,0.2550088141086123,-0.04176235630015651
734.0,0.07,0.08,0.20703917968749996,898,70.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.07500000000000001,0.13333333333333325,0.25277550449243474,-0.04039902957229238
735.0,0.07,0.08,0.20117986328124998,13708,116.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.07500000000000001,0.13333333333333325,0.2454475543033092,-0.03903755897397124
736.0,0.08,0.09,0.19873848144531248,661,26.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.08499999999999999,0.11764705882352937,0.24244531432675656,-0.03767793945793175
737.0,0.09,0.1,0.1958088232421875,1658,219.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.095,0.10526315789473693,0.23890651613815866,-0.036320165997471336
738.0,0.1,0.11,0.192390888671875,1086,194.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.10500000000000001,0.09523809523809518,0.23490699675167423,-0.0349642335863354
739.0,0.1,0.11,0.1860432958984375,2625,439.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.10500000000000001,0.09523809523809518,0.22721514469817988,-0.033610137238606196
740.0,0.11,0.12,0.1821370849609375,9050,326.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.11499999999999999,0.0869565217391304,0.22270309797907092,-0.032257871988592486
741.0,0.13,0.14,0.1801839794921875,2062,54.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.135,0.07407407407407414,0.2206452545523929,-0.030907432890721107
742.0,0.14,0.15,0.1757894921875,1277,284.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.14500000000000002,0.06896551724137917,0.21525065737525506,-0.0295588150194275
743.0,0.17,0.17,0.17285983398437502,3539,770.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.17,0.0,0.21306913635685737,-0.028212013469048742
744.0,0.18,0.19,0.16968603759765627,2284,908.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.185,0.054054054054054106,0.2079707395349293,-0.02686702335371611
745.0,0.21,0.22,0.16748879394531252,9063,1059.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.215,0.046511627906976785,0.20536459549780425,-0.025523839807248417
746.0,0.23,0.24,0.16309430664062502,1837,367.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.235,0.042553191489361625,0.2002265748424278,-0.02418245798304715
747.0,0.27,0.28,0.16089706298828127,1365,365.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.275,0.03636363636363639,0.19780482084412887,-0.022842873053990652
748.0,0.31,0.32,0.15821154296875,3009,497.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.315,0.03174603174603177,0.19445863594330295,-0.02150508021233067
749.0,0.37,0.38,0.15674671386718753,1482,411.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.375,0.02666666666666669,0.19282588209113624,-0.020169074669588505
750.0,0.4,0.41,0.15161981201171876,17930,2116.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.405,0.024691358024691242,0.18664921284056546,-0.018834851656451816
751.0,0.49,0.5,0.15125360473632815,6091,659.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.495,0.02020202020202022,0.18629590196330573,-0.01750240642267315
752.0,0.56,0.57,0.14820187744140628,6236,1062.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.565,0.017699115044247607,0.18262456275068345,-0.01617173423696814
753.0,0.62,0.63,0.14368532104492188,2552,1018.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.625,0.016000000000000014,0.177179934070547,-0.014842830386914344
754.0,0.75,0.76,0.14295290649414064,3432,646.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.755,0.013245033112582794,0.1765196854929333,-0.013515690178851918
755.0,0.87,0.88,0.14051152465820313,8494,3302.0,put,2026-08-28,0.005479452054794521,764.260009765625,0.875,0.011428571428571439,0.1736238745962278,-0.012190308937783244
756.0,1.01,1.02,0.1381922119140625,3617,2129.0,put,2026-08-28,0.005479452054794521,764.260009765625,1.0150000000000001,0.00985221674876848,0.17082292646816324,-0.010866682007274905
757.0,1.16,1.17,0.13526255371093754,2030,1505.0,put,2026-08-28,0.005479452054794521,764.260009765625,1.165,0.00858369098712447,0.16733682451327148,-0.009544804749359197
758.0,1.35,1.36,0.13306531005859373,2195,1666.0,put,2026-08-28,0.005479452054794521,764.260009765625,1.355,0.007380073800738014,0.16483870705577527,-0.008224672544436273
759.0,1.56,1.57,0.13056289367675777,1801,1346.0,put,2026-08-28,0.005479452054794521,764.260009765625,1.565,0.006389776357827482,0.1619242602707596,-0.006906280791178072
760.0,1.81,1.82,0.12842668457031248,14159,9015.0,put,2026-08-28,0.005479452054794521,764.260009765625,1.815,0.005509641873278242,0.15950472234122606,-0.005589624906431192
761.0,2.08,2.1,0.12610737182617188,2264,1158.0,put,2026-08-28,0.005479452054794521,764.260009765625,2.09,0.00956937799043063,0.15663398176606658,-0.004274700325122075
762.0,2.41,2.42,0.12391012817382813,3379,2547.0,put,2026-08-28,0.005479452054794521,764.260009765625,2.415,0.0041407867494823135,0.15436363837111344,-0.002961502500161706
763.0,2.75,2.77,0.1212856427001953,7512,3502.0,put,2026-08-28,0.005479452054794521,764.260009765625,2.76,0.00724637681159421,0.15114659774669517,-0.0016500269023509311
764.0,3.15,3.16,0.11847805358886719,5959,2925.0,put,2026-08-28,0.005479452054794521,764.260009765625,3.1550000000000002,0.0031695721077655246,0.14822402674475982,-0.0003402690202875131
765.0,3.58,3.6,0.1157314990234375,8272,9652.0,put,2026-08-28,0.005479452054794521,764.260009765625,3.59,0.005571030640668529,0.1450037942547904,0.0009677756397279868
766.0,4.06,4.08,0.11255770263671874,3021,6270.0,put,2026-08-28,0.005479452054794521,764.260009765625,4.07,0.0049140049140050275,0.14157542531524325,0.0022741115537833804
767.0,4.56,4.63,0.1100552862548828,3224,3408.0,put,2026-08-28,0.005479452054794521,764.260009765625,4.595,0.015233949945593099,0.1378029360551222,0.0035787431804482
768.0,5.14,5.21,0.106454248046875,3021,1468.0,put,2026-08-28,0.005479452054794521,764.260009765625,5.175,0.013526570048309233,0.13402655128890123,0.004881674960864112
769.0,5.76,5.83,0.10199872619628905,1757,674.0,put,2026-08-28,0.005479452054794521,764.260009765625,5.795,0.012079378774805916,0.129366166119644,0.006182911318836073
770.0,6.45,6.5,0.09681078979492189,5656,1347.0,put,2026-08-28,0.005479452054794521,764.260009765625,6.475,0.007722007722007695,0.12470103041700338,0.007482456660921564
771.0,6.47,7.31,0.09583423706054689,2567,1953.0,put,2026-08-28,0.005479452054794521,764.260009765625,6.89,0.12191582002902757,0.0940299798016408,0.008780315376521453
772.0,7.56,7.99,0.08130801513671876,1833,2761.0,put,2026-08-28,0.005479452054794521,764.260009765625,7.775,0.0553054662379422,0.09108556397867944,0.010076491837968287
773.0,8.59,8.83,0.06836869140625002,1398,1923.0,put,2026-08-28,0.005479452054794521,764.260009765625,8.71,0.027554535017221608,0.08997314680716968,0.01137099040061401
735.0,30.23,32.21,0.30249720947265624,45,20.0,call,2026-09-01,0.01643835616438356,764.260009765625,31.22,0.06342088404868676,0.2683256196674073,-0.03903755897397124
748.0,17.93,19.38,0.21637746520996093,87,28.0,call,2026-09-01,0.01643835616438356,764.260009765625,18.655,0.07772715089788257,0.19731201329766662,-0.02150508021233067
750.0,14.94,17.5,0.20490297058105467,34,192.0,call,2026-09-01,0.01643835616438356,764.260009765625,16.22,0.15782983970406908,0.16598268137970126,-0.018834851656451816
751.0,15.27,15.51,0.16706155212402346,17,2.0,call,2026-09-01,0.01643835616438356,764.260009765625,15.39,0.015594541910331397,0.16510369355538235,-0.01750240642267315
752.0,14.44,14.71,0.16590189575195316,96,1064.0,call,2026-09-01,0.01643835616438356,764.260009765625,14.575,0.01852487135506013,0.16421928520323203,-0.01617173423696814
753.0,13.54,13.72,0.15863878479003907,19,80.0,call,2026-09-01,0.01643835616438356,764.260009765625,13.629999999999999,0.013206162876008915,0.15836741053912903,-0.014842830386914344
754.0,12.68,12.81,0.1536339520263672,21,823.0,call,2026-09-01,0.01643835616438356,764.260009765625,12.745000000000001,0.010200078462142078,0.15429948699914162,-0.013515690178851918
755.0,11.85,12.05,0.15259636474609378,192,330.0,call,2026-09-01,0.01643835616438356,764.260009765625,11.95,0.016736401673640256,0.15275713688364195,-0.012190308937783244
756.0,11.13,11.31,0.15155877746582033,23,22.0,call,2026-09-01,0.01643835616438356,764.260009765625,11.22,0.016042780748663076,0.15265181257751895,-0.010866682007274905
758.0,9.44,9.62,0.14258669921875,28,367.0,call,2026-09-01,0.01643835616438356,764.260009765625,9.53,0.01888772298006293,0.14391210491889078,-0.008224672544436273
759.0,8.72,8.83,0.13892462646484377,147,1236.0,call,2026-09-01,0.01643835616438356,764.260009765625,8.775,0.01253561253561247,0.14140379052785887,-0.006906280791178072
760.0,7.99,8.09,0.13602548553466798,171,1485.0,call,2026-09-01,0.01643835616438356,764.260009765625,8.04,0.012437810945273589,0.13885256180411695,-0.005589624906431192
761.0,7.28,7.38,0.1333094482421875,58,22.0,call,2026-09-01,0.01643835616438356,764.260009765625,7.33,0.013642564802182762,0.13634855771083115,-0.004274700325122075
762.0,6.51,6.76,0.13221082641601564,225,60.0,call,2026-09-01,0.01643835616438356,764.260009765625,6.635,0.037678975131876416,0.133580548762001,-0.002961502500161706
763.0,5.96,6.06,0.12851823638916016,187,8.0,call,2026-09-01,0.01643835616438356,764.260009765625,6.01,0.01663893510815302,0.13193149925754488,-0.0016500269023509311
764.0,5.38,5.43,0.12586323364257812,757,119.0,call,2026-09-01,0.01643835616438356,764.260009765625,5.404999999999999,0.009250693802035121,0.1300430192323857,-0.0003402690202875131
765.0,4.8,4.85,0.1236965072631836,1440,993.0,call,2026-09-01,0.01643835616438356,764.260009765625,4.824999999999999,0.010362694300518099,0.12801149606052445,0.0009677756397279868
